"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","AVG","RC","TB","XBH","HBP","IBB","SH","SF","GIDP","Sl","CYC"
"Max Stassi","LAA","C","220","VP","29","","79","2.55","31","90",".278","15.6","48","9","1","0","0","3","5","0","0"
"Kike Hernandez","(N/A)","2B","221","NT 13","29","","78.5","1.64","48","139",".230","13.6","57","14","2","0","0","1","5","0","0"
"Rougned Odor","TEX","2B","222","FA","26","","78","2.05","38","138",".167","11.2","57","14","1","0","0","2","2","0","0"
"Ji-Man Choi","TB","1B","223","FA","29","","78","1.86","42","122",".230","17.7","50","16","0","2","0","3","1","0","0"
"Austin Meadows","TB","OF","224","VP","25","","77.5","2.15","36","132",".205","15.6","49","13","1","0","0","2","0","0","0"
"Leody Taveras","TEX","OF","225","FA","22","","77.5","2.35","33","119",".227","15.5","47","11","0","0","1","0","0","0","0"
"Austin Hays","BAL","OF","226","NCNF","25","","77.5","2.35","33","122",".279","15.1","48","6","2","0","0","2","1","0","0"
"Alex Gordon","KC","OF","227","FA","36","","77","1.54","50","163",".209","16.6","50","8","3","0","0","0","0","0","0"
"Wilson Ramos","NYM","C","228","MBC","33","","76.5","1.7","45","142",".239","15.4","55","11","2","0","0","1","5","0","0"
"JaCoby Jones","DET","OF","229","FA","28","","76.5","2.55","30","97",".268","16.6","50","14","3","0","0","1","1","0","0"
"Harrison Bader","STL","OF","230","FA","26","","76.5","1.53","50","106",".226","16.1","47","13","5","0","0","1","2","0","0"
"Gleyber Torres","NYY","SS","231","MBC","24","","76","1.81","42","136",".243","18.3","50","11","2","0","0","0","5","0","0"
"Gary Sanchez","NYY","C","232","ZL","28","","76","1.55","49","156",".147","13.7","57","14","4","0","0","0","6","1","0"
"James McCann","NYM","C","233","FA","30","","76","2.45","31","97",".289","18.4","52","10","4","0","0","2","2","0","0"
"Todd Frazier","NYM","3B","234","FA","34","","76","1.69","45","157",".236","18.6","60","14","4","0","0","0","1","0","0"
"Darin Ruf","SF","OF","235","FA","34","","75.5","1.89","40","87",".276","17.4","45","11","0","0","0","0","1","0","0"
"Luis Arraez","MIN","2B","236","FA","23","","74.5","2.33","32","112",".321","16.3","45","9","0","0","0","1","2","0","0"
"Mike Tauchman","NYY","OF","237","FA","30","","74.5","1.73","43","95",".242","10.2","29","6","1","3","0","1","3","0","0"
"Erik Gonzalez","PIT","SS","238","FA","29","","73.5","1.47","50","181",".227","14.3","65","17","0","0","1","3","5","0","0"
"Randy Arozarena","TB","OF","239","FA","25","","72.5","3.15","23","64",".281","15.6","41","9","5","0","0","1","2","0","0"
"Michael Chavis","BOS","1B","240","NT 13","25","","72","1.71","42","146",".212","12.8","55","12","2","0","0","2","6","0","0"
"Yan Gomes","WSH","C","241","FA","33","","71.5","2.38","30","109",".284","16.4","51","11","1","0","0","3","1","0","0"
"Tyler Naquin","(N/A)","OF","242","FA","29","","71.5","1.79","40","133",".218","11.6","51","13","1","0","0","2","3","0","0"
"Tommy Pham","SD","OF","243","Nunez","32","","71","2.29","31","109",".211","11.3","34","5","1","0","0","0","2","0","0"
"Edwin Rios","LAD","3B","244","FA","26","","71","2.22","32","76",".250","14.0","49","14","2","0","0","1","2","0","0"
"Amed Rosario","NYM","SS","245","FA","25","","71","1.54","46","143",".252","12.5","53","8","0","0","0","0","5","0","0"
"Josh Donaldson","MIN","3B","246","MBC","35","","70","2.5","28","81",".222","14.3","38","8","2","1","0","1","4","0","0"
"Matt Joyce","MIA","OF","247","FA","36","","69.5","1.51","46","127",".252","15.6","42","6","0","0","0","1","3","0","0"
"Jason Kipnis","CHC","2B","248","FA","33","","69","1.57","44","114",".237","17.0","46","12","1","0","0","2","1","0","0"
"Gregory Polanco","PIT","OF","249","FA","29","","67.5","1.35","50","157",".153","11.0","51","13","0","0","0","3","1","0","0"
"Andrelton Simmons","(N/A)","SS","250","CP DLT","31","","67.5","2.25","30","118",".297","13.6","42","7","1","0","0","0","5","0","0"
"Nicky Lopez","KC","2B","251","FA","25","","67.5","1.21","56","169",".201","12.6","45","9","2","0","3","0","1","0","0"
"Yadier Molina","STL","C","252","NT 4","38","","67","1.6","42","145",".262","13.9","52","6","3","0","1","1","7","0","0"
"Mike Brosseau","TB","1B","253","FA","26","","66","1.83","36","86",".302","18.7","48","11","3","0","0","1","1","0","0"
"Joe Panik","TOR","2B","254","FA","30","","66","1.61","41","120",".225","12.9","36","7","1","0","0","0","4","0","0"
"Giancarlo Stanton","NYY","UT","255","VP","31","","65.5","2.85","23","76",".250","14.1","38","11","2","1","0","0","4","0","0"
"Carson Kelly","ARI","C","256","FA","26","","65","1.67","39","122",".221","11.4","47","10","1","0","0","0","4","0","0"
"Jacob Stallings","PIT","C","257","FA","30","","65","1.55","42","125",".248","15.7","47","10","0","0","2","1","2","0","0"
"Jay Bruce","PHI","OF","258","FA","33","","65","2.03","32","96",".198","11.3","45","12","0","1","0","0","1","0","0"
"Daulton Varsho","ARI","OF","259","NT 13","24","","64.5","1.74","37","101",".188","11.0","37","10","2","0","0","0","1","0","0"
"Tyler Wade","NYY","2B,SS","260","FA","26","","64.5","1.24","52","88",".170","8.3","27","6","3","0","1","1","1","0","0"
"DJ Stewart","BAL","OF","261","CP DLT","27","","64","2.06","31","88",".193","15.9","40","9","2","0","2","0","0","0","0"
"Nico Hoerner","CHC","2B","262","FA","23","","63.5","1.32","48","108",".222","8.7","28","4","3","0","0","2","3","0","0"
"Luis Garcia","WSH","2B","263","Luka","20","","63.5","1.59","40","134",".276","13.8","49","8","0","0","0","0","3","0","0"
"Roman Quinn","PHI","OF","264","FA","27","","63.5","1.55","41","108",".213","9.3","34","6","2","0","1","0","0","0","0"
"Jose Marmolejos","SEA","OF","265","FA","27","","63.5","1.81","35","107",".206","10.8","44","10","1","0","0","0","2","1","0"
"Kris Bryant","CHC","3B","266","Ass","28","","63","1.85","34","131",".206","14.3","46","10","4","0","0","0","1","1","0"
"Sam Hilliard","COL","OF","267","FA","26","","63","1.75","36","105",".210","13.2","46","10","0","0","0","0","0","0","0"
"Tim Locastro","ARI","OF","268","FA","28","","63","1.91","33","69",".290","13.7","32","7","4","0","1","0","0","0","0"
"Bobby Dalbec","BOS","1B","269","Luka","25","","62.5","2.72","23","80",".263","18.3","48","11","2","0","0","0","0","0","0"
"Dexter Fowler","STL","OF","270","FA","34","","62.5","2.02","31","90",".233","10.9","35","6","1","0","0","0","2","0","0"
"Ben Gamel","(N/A)","OF","271","FA","28","","62.5","1.56","40","114",".237","13.2","46","12","0","0","0","0","4","0","0"
"Josh Fuentes","COL","1B","272","FA","27","","62","2.07","30","98",".306","13.6","43","9","1","0","0","2","1","0","0"
"Lewis Brinson","MIA","OF","273","FA","26","","62","1.32","47","106",".226","10.2","39","9","0","0","0","0","2","0","0"
"Kevin Plawecki","BOS","C","274","FA","29","","62","2.58","24","82",".341","13.9","38","7","2","0","0","0","4","0","0"
"Jake Cave","MIN","OF","275","FA","28","","61.5","1.46","42","113",".221","12.5","44","9","5","0","0","0","0","1","0"
"Ender Inciarte","ATL","OF","276","FA","30","","61.5","1.34","46","116",".190","8.1","29","4","0","0","1","2","0","0","0"
"Victor Caratini","CHC","C","277","FA","27","","60.5","1.38","44","116",".241","12.4","38","8","4","1","0","0","4","0","0"
"Tony Kemp","OAK","2B","278","FA","29","","60.5","1.23","49","93",".247","11.5","28","5","3","0","1","2","0","0","0"
"Josh Harrison","WSH","2B","279","FA","33","","60","1.82","33","79",".278","11.0","33","5","4","0","0","2","2","0","0"
"Dylan Carlson","STL","OF","280","NT 13","22","","59.5","1.7","35","110",".200","9.2","40","11","0","0","0","1","3","0","0"
"Adam Engel","CHW","OF","281","FA","29","","59.5","1.65","36","88",".295","14.0","42","9","2","0","0","0","1","0","0"
"Tucker Barnhart","CIN","C","282","FA","29","","59","1.55","38","98",".204","11.2","38","8","0","0","0","0","2","0","0"
"Curt Casali","(N/A)","C","283","FA","32","","59","1.9","31","76",".224","14.6","38","9","3","0","0","0","2","0","0"
"Andrew Knapp","PHI","C","284","FA","29","","58","1.76","33","72",".278","14.2","32","7","1","0","0","1","1","0","0"
"Nomar Mazara","(N/A)","OF","285","NCNF","25","","57.5","1.37","42","136",".228","12.5","40","7","3","0","0","0","0","0","0"
"Phil Gosselin","PHI","UT","286","FA","32","","57.5","1.47","39","92",".250","11.6","37","8","0","1","0","0","3","0","0"
"Andrew Stevenson","WSH","OF","287","FA","26","","57","3.8","15","41",".366","14.1","30","10","1","0","0","0","0","0","0"
"Michael A. Taylor","KC","OF","288","FA","29","","57","1.5","38","92",".196","9.5","39","11","1","0","0","0","2","0","0"
"Howie Kendrick","WSH","UT","289","FA","37","","56.5","2.26","25","91",".275","10.2","35","6","0","2","0","2","4","0","0"
"Johan Camargo","ATL","2B","290","FA","27","","56","1.6","35","120",".200","10.8","44","12","1","0","0","0","1","0","0"
"Justin Smoak","SF","1B","291","FA","34","","56","1.56","36","119",".176","10.1","43","12","2","0","0","1","4","0","0"
"Daniel Murphy","COL","1B","292","BART","35","","55.5","1.39","40","123",".236","10.7","41","6","0","2","0","1","3","0","0"
"Taylor Ward","LAA","OF","293","FA","27","","55","1.62","34","94",".277","12.3","36","8","0","0","0","0","1","0","0"
"Nick Madrigal","CHW","2B","294","ZL","23","","54.5","1.88","29","103",".340","12.7","38","3","2","0","0","0","5","0","0"
"Ryan O'Hearn","KC","1B","295","FA","27","","54.5","1.3","42","113",".195","10.1","34","8","0","2","0","1","5","0","0"
"Austin Barnes","LAD","C","296","FA","30","","54","1.86","29","86",".244","10.7","27","4","2","0","2","1","0","0","0"
"Chance Sisco","BAL","C","297","FA","25","","53.5","1.49","36","98",".214","15.3","37","8","6","0","0","0","1","0","0"
"Eric Thames","WSH","1B","298","FA","34","","53.5","1.3","41","123",".203","12.3","39","8","3","1","0","0","2","0","0"
"Josh Naylor","CLE","OF","299","FA","23","","52.5","1.31","40","97",".247","9.1","32","5","1","0","0","0","2","0","0"
"Elvis Andrus","TEX","SS","300","FA","32","","52.5","1.81","29","103",".194","7.2","34","8","0","0","0","0","5","0","0"
"Shed Long Jr.","SEA","2B","301","FA","25","","51.5","1.51","34","117",".171","8.7","34","8","0","0","0","0","1","0","0"
"Austin Romine","DET","C","302","FA","32","","51.5","1.39","37","130",".238","10.2","42","7","0","0","0","1","3","0","0"
"Delino DeShields","(N/A)","OF","303","FA","28","","51.5","1.39","37","107",".252","10.3","34","5","0","0","4","0","0","0","0"
"Kevin Newman","PIT","2B,SS","304","FA","27","","51","1.16","44","156",".224","12.4","43","6","1","0","1","2","1","0","0"
"Cameron Maybin","CHC","OF","305","FA","33","","50","1.56","32","93",".247","10.2","36","10","1","0","0","0","4","0","0"
"Danny Mendick","CHW","2B","306","FA","27","","49.5","1.5","33","107",".243","10.5","41","8","0","0","0","1","3","0","0"
"Ronald Guzman","TEX","1B","307","FA","26","","48.5","1.87","26","78",".244","11.3","34","6","1","0","0","0","0","0","0"
"Jose Peraza","BOS","2B","308","FA","26","","48.5","1.43","34","111",".225","9.7","38","10","3","0","0","1","3","0","0"
"Brett Phillips","TB","OF","309","FA","26","","47.5","1.36","35","51",".196","6.4","20","4","0","0","0","0","0","0","0"
"Nate Lowe","TEX","1B","310","ZL","25","","47","2.24","21","67",".224","8.9","29","6","0","2","0","0","2","0","0"
"Jordan Luplow","CLE","OF","311","FA","27","","47","1.62","29","78",".192","8.2","28","8","1","0","0","1","3","0","0"
"Luis Urias","MIL","3B","312","Luka","23","","46.5","1.13","41","109",".239","9.0","32","5","1","0","0","0","4","0","0"
"Adam Haseley","PHI","OF","313","FA","24","","46.5","1.16","40","79",".278","8.9","27","5","2","1","3","1","3","0","0"
"Cole Tucker","PIT","OF","314","FA","24","","46.5","1.26","37","109",".220","7.0","30","4","0","0","1","1","3","0","0"
"Jose Trevino","TEX","C","315","FA","28","","46","1.92","24","76",".250","9.0","33","10","1","0","1","2","1","0","0"
"Ryan McBroom","KC","1B","316","FA","28","","46","1.28","36","81",".247","10.9","41","9","0","0","0","0","2","0","0"
"Derek Dietrich","TEX","UT","317","FA","31","","46","1.84","25","61",".197","8.9","28","6","5","0","0","0","4","0","0"
"Jorge Alfaro","MIA","C","318","NCNF","27","","45.5","1.47","31","93",".226","8.7","32","5","3","1","0","0","2","0","0"
"Khris Davis","OAK","UT","319","Ass","32","","45.5","1.52","30","85",".200","7.9","28","7","3","0","0","1","5","0","0"
"Eric Sogard","MIL","3B","320","FA","34","","45.5","1.06","43","115",".209","9.6","32","6","1","0","0","1","1","0","0"
"Luis Guillorme","NYM","2B","321","FA","26","","45.5","1.57","29","57",".333","10.6","25","6","0","0","0","1","3","0","0"
"Jose Osuna","(N/A)","1B","322","FA","28","","44","1.69","26","78",".205","7.0","31","7","0","0","0","0","1","0","0"
"Jorge Bonifacio","DET","OF","323","FA","27","","44","1.47","30","86",".221","7.9","28","5","2","0","0","1","1","0","0"
"Abraham Toro","HOU","3B","324","FA","23","","43","1.3","33","87",".149","5.8","24","5","7","0","0","0","1","0","0"
"Jake Lamb","OAK","3B","325","FA","30","","43","1.39","31","88",".193","8.9","31","8","3","0","0","0","1","0","0"
"Edward Olivares","KC","OF","326","FA","24","","42.5","1.37","31","96",".240","8.8","36","6","0","0","0","1","1","0","0"
"Jose Martinez","(N/A)","UT","327","FA","32","","42.5","1.25","34","88",".182","5.8","26","6","0","1","0","0","6","0","0"
"Francisco Cervelli","MIA","C","328","FA","34","","42.5","2.66","16","53",".245","8.1","24","5","1","0","0","0","3","0","0"
"Carter Kieboom","WSH","3B","329","Luka","23","","42","1.27","33","99",".202","7.7","21","1","5","0","0","1","6","0","0"
"Myles Straw","HOU","OF","330","FA","26","","42","1.27","33","82",".207","4.9","21","4","0","0","0","0","0","0","0"
"Nick Senzel","CIN","OF","331","MSBC","25","","41.5","1.8","23","70",".186","5.5","25","8","0","0","0","1","2","0","0"
"Jason Castro","SD","C","332","FA","33","","40.5","1.5","27","80",".188","9.0","30","11","0","0","0","0","2","0","0"
"Magneuris Sierra","MIA","OF","333","FA","24","","40","2.11","19","44",".250","5.4","16","4","1","0","2","1","0","0","0"
"Leury Garcia","CHW","SS","334","FA","29","","39.5","2.47","16","59",".271","8.6","26","4","0","0","0","0","0","0","0"
"Willie Calhoun","TEX","UT","335","NT 13","26","","39","1.34","29","100",".190","6.1","26","4","1","0","0","2","1","0","0"
"Domingo Santana","(N/A)","OF","336","NT 13","28","","39","1.62","24","70",".157","6.5","20","5","1","0","0","0","2","0","0"
"Omar Narvaez","MIL","C","337","FA","28","","38.5","0.96","40","108",".176","9.6","29","6","2","0","0","0","1","0","0"
"Brock Holt","WSH","3B","338","FA","32","","38.5","1.07","36","95",".211","7.3","26","6","1","0","0","1","3","0","0"
"Anderson Tejeda","TEX","SS","339","FA","22","","38","1.65","23","75",".253","8.1","34","8","0","0","0","0","2","0","0"
"C.J. Cron","DET","1B","340","FA","30","","37.5","2.88","13","42",".190","7.9","23","7","1","0","0","0","2","0","0"
"Aledmys Diaz","HOU","2B","341","FA","30","","37","2.18","17","58",".241","6.7","28","8","0","0","0","0","1","0","0"
"Sam Haggerty","SEA","OF","342","FA","26","","37","2.85","13","50",".260","6.7","20","5","0","0","0","0","0","0","0"
"Ehire Adrianza","MIN","3B","343","FA","31","","37","0.84","44","89",".191","7.0","24","7","1","0","0","0","3","0","0"
"Luis Torrens","SEA","C","344","FA","24","","36.5","1.46","25","70",".257","8.6","26","6","0","0","1","0","1","0","0"
"Joey Bart","SF","C","345","CP DLT","24","","36","1.09","33","103",".233","9.8","33","7","5","0","0","0","1","0","0"
"Dwight Smith Jr.","CIN","OF","346","NCNF","28","","36","1.71","21","63",".222","7.3","23","5","1","1","0","1","1","0","0"
"Chadwick Tromp","SF","C","347","FA","25","","36","1.5","24","61",".213","4.5","26","5","0","0","0","2","3","0","0"
"Christian Arroyo","BOS","2B","348","FA","25","","35.5","2.37","15","50",".240","6.0","22","4","0","0","0","0","2","0","0"
"Anthony Bemboom","LAA","C","349","FA","30","","35.5","1.69","21","48",".208","6.7","20","4","2","0","2","1","0","0","0"
"Chad Pinder","OAK","2B","350","FA","28","","34.5","1.44","24","56",".232","5.7","22","5","0","0","0","0","3","0","0"
"Jacob Nottingham","MIL","C","351","FA","25","","34.5","1.73","20","48",".188","6.1","22","5","1","0","0","0","1","1","0"
"Elias Diaz","COL","C","352","FA","30","","34.5","1.33","26","68",".235","5.9","24","4","0","0","0","0","4","0","0"
"Tony Wolters","(N/A)","C","353","FA","28","","34.5","0.82","42","100",".230","7.7","27","4","1","0","2","0","1","0","0"
"Cam Gallagher","KC","C","354","FA","28","","34.5","1.38","25","53",".283","8.6","23","6","0","0","1","0","0","0","0"
"Isaac Paredes","DET","3B","355","FA","21","","34","1","34","100",".220","8.3","29","5","0","0","0","0","1","1","0"
"Luis Rengifo","LAA","2B","356","FA","23","","34","1.03","33","90",".156","5.1","18","2","0","0","2","0","2","0","0"
"Jonathan Arauz","BOS","2B","357","FA","22","","33.5","1.34","25","72",".250","8.2","23","3","0","0","0","0","0","0","0"
"Phillip Ervin","SEA","OF","358","FA","28","","33.5","0.91","37","74",".149","4.8","14","3","1","0","0","0","2","0","0"
"Andrew Velazquez","BAL","SS","359","FA","26","","33.5","0.84","40","63",".159","3.3","13","2","0","0","4","0","2","0","0"
"Jarrod Dyson","CHW","OF","360","FA","36","","33.5","1.05","32","61",".180","2.8","11","0","0","0","1","0","0","0","0"
"Christin Stewart","DET","OF","361","FA","27","","33","0.92","36","90",".167","5.9","27","6","2","0","0","1","2","0","0"
"Ryan Jeffers","MIN","C","362","FA","23","","32.5","1.25","26","55",".273","9.2","24","3","2","0","0","0","0","0","0"
"Kyle Higashioka","NYY","C","363","FA","30","","32.5","2.03","16","48",".250","6.3","25","5","0","0","0","0","0","0","0"
"Dee Strange-Gordon","SEA","2B,OF","364","FA","32","","32.5","0.98","33","75",".200","4.1","16","1","2","0","0","0","1","0","0"
"Scott Kingery","PHI","2B","365","CP DLT","26","","32","0.89","36","113",".159","7.5","32","8","1","0","1","0","1","0","0"
"Mike Zunino","TB","C","366","FA","29","","32","1.14","28","75",".147","7.0","27","8","3","0","0","0","0","0","0"
"Mike Ford","NYY","1B","367","FA","28","","32","1.1","29","74",".135","4.0","20","6","2","0","0","1","4","0","0"
