"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","IP","W%","QS","BS","WP","HB","IBB","1B","2B","3B","HR","HR/9","K/9","BB/9","BR/9","BAA"
"David Hernandez","CLE","RP","170","FA","35","","89","1.56","57","64",".714","0","6","3","5","1","23","14","3","6","0.84","9.14","2.39","9.56",".200"
"Ryan Buchter","NYY","RP","171","FA","33","","88.83","1.65","54","39.1","1.000","0","0","1","0","1","20","8","0","4","0.92","9.38","3.43","10.75",".219"
"Matt Strahm","SD","RP","172","FA","29","","88.83","2.17","41","61.1",".429","0","0","2","3","1","24","8","1","6","0.88","10.13","3.08","9.24",".178"
"Jesse Biddle","CIN","RP","173","FA","29","","88.67","1.48","60","63.2",".857","0","3","2","3","5","35","9","0","6","0.85","9.47","4.38","11.87",".218"
"Hector Rondon","ARI","RP","174","FA","32","","88.5","1.4","63","59",".286","0","7","1","0","2","38","14","2","4","0.61","10.22","3.05","11.90",".252"
"Ryan Tepera","(N/A)","RP","175","FA","33","","87.17","1.28","68","64.2",".500","0","8","5","4","1","31","14","1","9","1.25","9.46","3.34","11.55",".237"
"Jaime Barria","LAA","SP","176","FA","24","","86.83","3.34","26","129.1",".526","5","0","3","6","0","75","24","1","17","1.18","6.82","3.27","11.83",".242"
"Joe Musgrove","PIT","SP","177","NT 13","28","","86.33","4.54","19","115.1",".400","10","0","5","8","3","79","19","3","12","0.94","7.80","1.79","11.24",".253"
"John Gant","STL","RP","178","FA","28","","86","3.31","26","114",".538","5","0","5","2","3","60","20","2","9","0.71","7.50","4.50","11.84",".216"
"Arodys Vizcaino","(N/A)","RP","179","FA","30","","85.33","2.19","39","38.1",".500","0","2","4","2","1","18","8","0","4","0.94","9.39","3.52","11.03",".213"
"Oliver Perez","CLE","RP","180","FA","39","","84.83","1.66","51","32.1",".500","0","0","1","2","3","14","2","0","1","0.28","11.97","1.95","7.24",".155"
"Will Harris","WSH","RP","181","FA","36","","84.67","1.39","61","56.2",".625","0","3","6","2","1","37","7","1","3","0.48","10.16","2.22","10.16",".226"
"Jose Alvarez","PHI","RP","182","FA","31","","84","1.11","76","63",".600","0","3","1","2","2","33","14","1","3","0.43","8.43","3.14","10.71",".217"
"Diego Castillo","TB","RP","183","CP DLT","26","","83.67","1.95","43","56.2",".667","0","2","5","2","0","23","7","0","6","0.95","10.32","2.86","8.89",".178"
"Scott Alexander","LAD","RP","184","FA","31","","83.5","1.14","73","66",".667","0","3","2","2","2","42","9","2","4","0.55","7.64","3.68","11.73",".239"
"Kelvin Herrera","(N/A)","RP","185","FA","30","","83.33","1.74","48","44.1",".400","0","2","0","1","0","32","4","1","6","1.22","7.71","2.03","10.96",".251"
"Trevor Richards","TB","SP","186","FA","27","","82.33","3.29","25","126.1",".308","8","0","8","5","5","75","26","5","15","1.07","9.26","3.85","12.82",".253"
"Sam Dyson","(N/A)","RP","187","FA","32","","82.33","1.11","74","70.1",".571","0","5","2","3","1","34","16","1","5","0.64","7.17","2.56","10.11",".228"
"Garrett Richards","(N/A)","SP","188","VP","32","","82.33","5.15","16","76.1",".556","4","0","15","1","0","42","9","2","11","1.30","10.26","4.01","11.67",".222"
"Edwin Jackson","(N/A)","SP","189","FA","37","","82","4.82","17","92",".667","7","0","5","2","1","43","20","0","12","1.17","6.65","3.62","11.15",".221"
"Mychal Givens","COL","RP","190","FA","30","","81.67","1.18","69","76.2",".000","0","4","4","3","4","42","12","3","4","0.47","9.27","3.52","11.03",".218"
"Dylan Floro","LAD","RP","191","FA","29","","80.5","1.49","54","64",".667","0","0","1","1","6","41","12","1","3","0.42","8.16","3.23","11.39",".237"
"Jordan Zimmermann","DET","SP","192","FA","34","","80.33","3.21","25","131.1",".467","8","0","1","2","0","83","23","6","28","1.92","7.61","1.78","11.51",".269"
"Amir Garrett","CIN","RP","193","FA","28","","80","1.21","66","63",".333","0","2","3","3","3","32","15","1","8","1.14","10.14","3.57","12.00",".239"
"Andrew Suarez","SF","SP","194","FA","28","","79.83","2.75","29","160.1",".350","11","0","4","3","1","108","25","7","23","1.29","7.30","2.53","11.84",".269"
"Brad Ziegler","(N/A)","RP","195","FA","41","","78.67","0.96","82","73.2",".250","0","2","1","2","6","51","11","1","8","0.98","6.11","3.05","11.97",".257"
"Caleb Ferguson","LAD","RP","196","FA","24","","78.5","2.71","29","49",".778","0","1","1","3","1","29","4","2","8","1.47","10.84","2.20","10.65",".230"
"James Pazos","LAD","RP","197","FA","29","","78.5","1.31","60","50",".800","0","2","2","5","1","33","10","0","4","0.72","8.10","2.70","12.06",".249"
"Dan Straily","PHI","SP","198","FA","32","","78.33","3.41","23","122.1",".455","9","0","1","7","4","59","28","0","20","1.47","7.28","3.83","12.21",".237"
"Hector Neris","PHI","RP","199","FA","31","","77.67","1.47","53","47.2",".250","0","3","5","1","1","25","9","1","11","2.08","14.35","3.02","11.90",".250"
"Joe Kelly","LAD","RP","200","FA","32","","77.67","1.06","73","65.2",".667","0","5","4","5","0","44","6","3","4","0.55","9.32","4.39","12.88",".234"
"Victor Arano","PHI","RP","201","FA","25","","76.33","1.27","60","59.1",".333","0","2","1","1","4","36","10","2","6","0.91","9.10","2.58","10.92",".239"
"Daniel Mengden","OAK","SP","202","FA","27","","75.67","3.44","22","115.2",".538","7","0","6","3","0","58","26","1","18","1.40","5.60","2.02","10.27",".234"
"Sonny Gray","CIN","SP","203","Luka","31","","75.33","2.51","30","130.1",".550","8","0","9","8","0","90","34","0","14","0.97","8.49","3.94","14.02",".270"
"Brad Brach","NYM","RP","204","FA","34","","74.67","1.08","69","62.2",".333","0","4","3","1","2","51","15","1","5","0.72","8.62","4.02","14.51",".279"
"Tony Sipp","(N/A)","RP","205","FA","37","","74.17","1.37","54","38.2",".750","0","0","2","1","0","15","10","1","1","0.23","9.78","3.03","9.54",".200"
"Shane Carle","TEX","RP","206","FA","29","","74","1.4","53","63",".800","0","1","2","1","7","33","15","0","2","0.29","6.14","3.86","11.14",".221"
"Caleb Smith","ARI","SP","207","NT 13","29","","73.83","4.61","16","77.1",".455","5","0","0","3","2","36","16","1","10","1.16","10.24","3.84","11.52",".220"
"Chris Stratton","PIT","SP","208","FA","30","","73.5","2.62","28","145",".500","12","0","6","2","1","97","29","8","19","1.18","6.95","3.35","12.97",".273"
"Justin Wilson","NYM","RP","209","FA","33","","73.17","1.03","71","54.2",".444","0","3","4","0","1","29","11","0","5","0.82","11.36","5.43","12.84",".223"
"Edubray Ramos","TEX","RP","210","FA","27","","73.17","1.41","52","42.2",".750","0","1","4","1","2","28","1","1","4","0.84","8.86","3.16","10.55",".218"
"Matt Harvey","KC","SP","211","FA","31","","72.5","2.27","32","155",".438","8","0","2","6","2","103","32","3","27","1.57","7.61","2.15","12.08",".271"
"Wade Miley","CIN","SP","212","FA","34","","71.67","4.48","16","80.2",".714","6","0","1","5","1","51","16","1","3","0.33","5.58","3.01","11.49",".237"
"Carlos Rodon","(N/A)","SP","213","FA","28","","71.67","3.58","20","120.2",".429","11","0","4","12","1","60","20","2","15","1.12","6.71","4.10","12.23",".220"
"Jose Castillo","SD","RP","214","FA","24","","71.33","1.93","37","38.1",".500","0","1","1","3","1","16","4","0","3","0.70","12.21","2.82","8.92",".170"
"Danny Duffy","KC","SP","215","FA","31","","70.5","2.52","28","155",".400","10","0","14","4","1","111","24","3","23","1.34","8.19","4.06","13.65",".264"
"Pedro Baez","LAD","RP","216","FA","32","","70.33","1.28","55","56.1",".571","0","1","0","1","2","29","10","3","4","0.64","9.91","3.67","11.18",".220"
"John Brebbia","(N/A)","RP","217","FA","30","","70.17","1.56","45","50.2",".500","0","0","1","0","2","28","9","1","5","0.89","10.66","2.84","10.48",".226"
"Adam Conley","(N/A)","RP","218","FA","30","","70.17","1.35","52","50.2",".429","0","2","3","1","1","20","11","1","5","0.89","8.88","3.20","9.95",".207"
"Noe Ramirez","CIN","RP","219","FA","30","","69.83","1.01","69","83.1",".583","0","3","4","6","3","43","16","1","15","1.62","10.26","3.24","11.99",".237"
"Wily Peralta","(N/A)","RP","220","FA","31","","69.33","1.87","37","34.1","1.000","0","0","4","1","1","19","3","2","4","1.05","9.17","6.03","13.63",".230"
"Austin Gomber","STL","RP","221","FA","27","","69","2.38","29","75",".750","5","0","3","4","4","53","18","3","7","0.84","8.04","3.84","14.04",".277"
"Felix Pena","LAA","RP","222","FA","30","","68.67","3.61","19","92.2",".375","7","0","7","4","0","60","15","0","12","1.17","8.26","2.72","11.56",".247"
"Jake Diekman","OAK","RP","223","NT 4","33","","68.33","0.96","71","53.1",".333","0","1","3","6","2","33","11","1","4","0.68","11.14","5.23","14.51",".240"
"Joe Smith","HOU","RP","224","FA","36","","67.17","1.2","56","45.2",".833","0","2","1","2","0","21","5","1","7","1.38","9.07","2.36","9.46",".207"
"Chris Devenski","HOU","RP","225","FA","30","","66.33","1.33","50","47.1",".400","0","3","1","3","1","27","6","0","9","1.71","9.70","2.47","11.03",".236"
"Anthony DeSclafani","CIN","SP","226","VP","30","","65.5","3.12","21","115",".467","5","0","4","2","2","73","20","1","24","1.88","8.45","2.35","11.74",".266"
"Blaine Hardy","MIN","RP","227","FA","33","","65.5","2.18","30","86",".444","4","0","2","2","1","51","15","3","10","1.05","6.91","2.30","10.78",".245"
"Hector Santiago","(N/A)","SP","228","FA","33","","65","1.33","49","102",".667","1","0","1","5","3","61","23","1","16","1.41","9.09","5.29","14.65",".258"
"Nick Vincent","MIA","RP","229","FA","34","","64.83","1.05","62","56.1",".500","0","2","0","3","4","34","7","2","7","1.12","8.95","2.40","10.86",".229"
"Jordan Lyles","TEX","RP","230","FA","30","","64.67","1.85","35","87.2",".429","3","0","5","3","3","56","13","2","12","1.23","8.62","2.87","11.70",".249"
"Trevor Hildenberger","NYM","RP","231","FA","30","","64.5","0.88","73","73",".400","0","4","2","2","9","40","21","2","12","1.48","8.63","3.21","12.70",".263"
"Jonny Venters","(N/A)","RP","232","FA","35","","63.83","1.28","50","34.1",".714","0","1","3","1","3","19","6","0","1","0.26","7.08","4.19","11.27",".208"
"Zack Britton","NYY","RP","233","CP DLT","32","","63.17","1.54","41","40.2","1.000","0","3","7","3","0","22","4","0","3","0.66","7.52","4.65","11.73",".201"
"Ryan Borucki","TOR","SP","234","FA","26","","63.17","3.72","17","97.2",".400","11","0","2","2","3","66","18","5","7","0.65","6.17","3.04","12.07",".256"
"Corbin Burnes","MIL","SP","235","DEAL","26","","63","2.1","30","38","1.000","0","1","2","3","2","18","5","0","4","0.95","8.29","2.61","9.71",".199"
"Jonathan Holder","(N/A)","RP","236","FA","27","","63","1.05","60","66",".250","0","0","1","1","3","35","14","0","4","0.55","8.18","2.59","9.95",".214"
"Chad Kuhl","PIT","SP","237","FA","28","","62.5","3.91","16","85",".500","8","0","7","4","1","59","13","3","14","1.48","8.58","3.49","13.34",".275"
"Trevor May","NYM","RP","238","FA","31","","62.33","2.6","24","25.1",".800","0","0","1","1","0","14","3","0","4","1.42","12.79","1.78","9.59",".221"
"Edgar Santana","PIT","RP","239","FA","29","","62.33","0.9","69","66.1",".429","0","7","3","3","2","40","14","0","7","0.95","7.33","1.63","10.31",".240"
"Andrew Chafin","CHC","RP","240","FA","30","","61.83","0.8","77","49.1",".143","0","0","3","2","1","29","11","1","0","0.00","9.67","4.56","12.41",".227"
"Xavier Cedeno","(N/A)","RP","241","FA","34","","60.83","1.27","48","33.1","1.000","0","1","4","0","1","19","5","1","1","0.27","9.18","4.32","11.34",".210"
"Ryan Brasier","BOS","RP","242","FA","33","","60.67","1.78","34","33.2","1.000","0","2","1","0","0","13","3","1","2","0.53","7.75","1.87","6.95",".171"
"Shawn Kelley","(N/A)","RP","243","FA","36","","60.5","1.12","54","49","1.000","0","2","2","1","3","13","13","0","7","1.29","9.18","2.02","8.27",".188"
"Wei-Yin Chen","(N/A)","SP","244","FA","35","","60.33","2.32","26","133.1",".333","10","0","4","1","6","80","31","1","19","1.28","7.49","3.17","12.08",".256"
"Matt Grace","ARI","RP","245","FA","32","","60.17","1.07","56","59.2",".500","0","0","1","2","2","41","7","2","5","0.75","7.24","1.96","10.56",".240"
"Brandon Workman","PHI","RP","246","FA","32","","59.83","1.39","43","41.1",".857","0","0","0","0","0","21","6","1","6","1.31","8.06","3.48","10.89",".230"
"Emilio Pagan","SD","RP","247","FA","29","","59.5","1.08","55","62",".750","0","0","3","3","1","26","13","3","13","1.89","9.15","2.76","11.18",".230"
"Steven Wright","(N/A)","SP","248","FA","36","","59.17","2.96","20","53.2",".750","3","0","0","2","1","27","9","0","5","0.84","7.04","4.36","11.57",".210"
"Josh Fields","(N/A)","RP","249","FA","35","","58.5","1.3","45","41",".500","0","1","0","0","1","18","6","0","4","0.88","7.24","2.41","8.56",".196"
"Yonny Chirinos","TB","SP","250","CP DLT","26","","58.17","3.23","18","89.2",".500","1","0","5","5","2","59","16","2","7","0.70","7.53","2.51","11.44",".254"
"Kevin McCarthy","KC","RP","251","FA","28","","58","0.89","65","72",".556","0","4","2","2","2","51","10","2","7","0.88","5.75","2.50","11.50",".259"
"Ian Kennedy","KC","RP","252","FA","35","","57.67","2.62","22","119.2",".250","9","0","4","1","2","77","26","2","20","1.50","7.90","3.01","12.48",".265"
"Michael Lorenzen","CIN","RP","253","Luka","28","","57.5","1.28","45","81",".667","0","1","2","3","2","58","12","2","6","0.67","6.00","3.78","12.78",".258"
"Mike Montgomery","KC","RP","254","FA","31","","57","1.5","38","124",".455","7","0","4","7","4","96","23","2","10","0.73","6.24","2.83","12.85",".272"
"Brent Suter","MIL","SP","255","FA","31","","56.83","2.84","20","101.1",".533","2","0","1","4","1","64","16","4","18","1.60","7.46","1.69","11.10",".258"
"Hansel Robles","(N/A)","RP","256","FA","30","","56.5","1.07","53","56",".400","0","1","2","2","1","33","10","1","9","1.45","9.48","4.02","12.86",".252"
"Eric Lauer","MIL","SP","257","FA","25","","56.5","2.46","23","112",".462","6","0","2","6","2","89","21","2","15","1.21","8.04","3.70","14.38",".285"
"Robbie Erlin","(N/A)","RP","258","FA","30","","54.5","1.4","39","109",".364","1","0","2","0","0","78","20","2","12","0.99","7.27","0.99","10.24",".267"
"Brandon Woodruff","MIL","SP","259","VP","27","","53.83","2.83","19","42.1","1.000","0","0","1","2","0","26","5","1","4","0.85","9.99","2.98","11.06",".226"
"Luis Avilan","WSH","RP","260","FA","31","","53.83","0.77","70","45.1",".667","0","3","2","2","3","32","7","2","3","0.60","10.13","3.57","12.71",".251"
"Juan Minaya","MIN","RP","261","FA","30","","53.67","1.03","52","46.2",".500","0","3","9","3","3","25","11","0","3","0.58","11.19","5.59","13.69",".220"
"Tyler Mahle","CIN","SP","262","NCNF","26","","53.5","2.33","23","112",".438","7","0","1","3","7","81","20","2","22","1.77","8.84","4.26","14.54",".283"
"Luke Weaver","ARI","SP","263","FA","27","","53.33","1.78","30","136.1",".389","8","0","3","3","2","103","24","4","19","1.25","7.99","3.56","13.67",".277"
"Michael Fulmer","DET","SP","264","FA","27","","52.33","2.18","24","132.1",".200","10","0","1","5","1","76","31","2","19","1.29","7.48","3.13","12.17",".254"
"Erik Goeddel","(N/A)","RP","265","FA","31","","52.17","1.68","31","36.2","1.000","0","2","3","1","3","20","2","0","4","0.98","10.80","4.91","11.54",".195"
"T.J. McFarland","OAK","RP","266","FA","31","","52","1.11","47","72",".500","0","0","2","0","3","46","14","0","4","0.50","5.25","2.75","10.75",".239"
"Domingo German","NYY","SP","267","FA","28","","51.67","2.46","21","85.2",".250","5","0","7","5","0","43","19","4","15","1.58","10.72","3.47","12.50",".242"
"Chasen Shreve","(N/A)","RP","268","FA","30","","51.67","0.86","60","52.2",".429","0","0","2","1","0","30","11","1","11","1.88","10.59","4.61","13.84",".261"
"Kyle Barraclough","(N/A)","RP","269","FA","30","","51.17","0.84","61","55.2",".143","0","7","4","5","3","25","7","0","8","1.29","9.70","5.50","12.77",".197"
"Cory Gearrin","MIN","RP","270","FA","34","","50.83","0.82","62","57.1",".667","0","2","4","6","1","38","10","1","7","1.10","8.32","3.30","13.03",".255"
"Zach Duke","(N/A)","RP","271","FA","37","","50","0.69","72","52",".500","0","3","3","6","4","45","9","2","1","0.17","8.83","3.63","14.54",".271"
"Adam Warren","NYY","RP","272","FA","33","","49.67","1.06","47","51.2",".600","0","1","3","2","1","32","10","0","6","1.05","9.06","3.48","12.19",".240"
"Hector Velazquez","HOU","RP","273","FA","32","","49","1.04","47","85",".778","0","0","4","7","1","71","17","2","7","0.74","5.61","2.75","13.76",".290"
"Heath Fillmyer","KC","RP","274","FA","26","","48.83","2.87","17","82.1",".667","6","0","3","2","0","57","10","0","11","1.20","6.23","3.50","12.24",".255"
"Johnny Cueto","SF","SP","275","VP","34","","48.5","5.39","9","53",".600","5","0","2","5","0","31","7","0","8","1.36","6.45","2.21","10.87",".238"
"Adam Morgan","PHI","RP","276","FA","30","","48.33","0.72","67","49.1",".000","0","3","3","0","3","39","5","0","5","0.91","9.12","4.01","12.95",".259"
"Francisco Liriano","(N/A)","SP","277","FA","37","","48.17","1.78","27","133.2",".294","10","0","9","5","0","85","18","5","19","1.28","7.41","4.92","13.80",".252"
"Wander Suero","WSH","RP","278","FA","29","","48.17","1.2","40","47.2",".800","0","0","3","4","2","24","12","3","4","0.76","8.87","2.83","11.71",".240"
"Adam Cimber","MIA","RP","279","FA","30","","47.83","0.68","70","68.1",".273","0","1","1","6","9","41","19","3","5","0.66","7.64","2.24","11.99",".265"
"Taylor Cole","LAA","RP","280","FA","31","","47","2.61","18","36",".667","0","0","1","3","0","13","4","0","3","0.75","9.75","3.00","8.75",".169"
"Neil Ramirez","LAA","RP","281","FA","31","","46.67","0.99","47","41.2",".000","0","1","0","3","1","18","9","0","9","1.94","11.02","3.89","12.31",".228"
"Dakota Hudson","STL","SP","282","Nunez","26","","46.33","1.78","26","27.1",".800","0","0","2","1","0","15","4","0","0","0.00","6.26","5.93","12.51",".196"
"Dan Jennings","(N/A)","RP","283","FA","33","","45.83","0.64","72","64.1",".444","0","2","2","1","1","45","13","2","6","0.84","6.30","3.22","12.59",".275"
"Brandon Kintzler","MIA","RP","284","FA","36","","45.67","0.65","70","60.2",".500","0","3","1","4","5","46","13","3","5","0.74","6.38","3.26","13.80",".286"
"Brian Johnson","(N/A)","SP","285","FA","30","","44.83","1.18","38","99.1",".444","1","1","1","1","0","67","19","2","16","1.45","7.88","3.44","12.96",".263"
"Jorge De La Rosa","COL","RP","286","FA","39","","44","0.75","59","56",".000","0","1","2","1","4","35","9","1","6","0.96","7.55","4.34","12.70",".243"
"Hunter Strickland","NYM","RP","287","FA","32","","43.83","0.89","49","45.1",".375","0","4","4","1","2","23","13","2","5","0.99","7.35","4.17","12.90",".247"
"Matt Magill","SEA","RP","288","FA","31","","43.67","1.09","40","56.2",".500","0","1","0","3","0","35","11","1","11","1.75","8.89","3.65","13.34",".262"
"Steven Brault","PIT","RP","289","FA","28","","43.67","0.97","45","91.2",".667","0","0","9","8","4","56","18","0","10","0.98","8.05","5.60","14.63",".244"
"Jim Johnson","(N/A)","RP","290","FA","37","","43.33","0.7","62","63.1",".625","0","3","5","1","1","48","6","1","9","1.28","6.39","3.13","12.36",".268"
"John Axford","(N/A)","RP","291","FA","37","","43.17","0.86","50","54.2",".800","0","0","6","3","1","35","10","1","6","0.99","8.89","3.62","12.68",".252"
