"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","R","H","2B","3B","HR","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS"
"Charlis Aquino","SD","SS","1540","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DJ Artis","CHC","OF","1541","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Azocar","DET","OF","1542","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roldani Baldwin","BOS","C,3B","1543","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Barrosa","ARI","OF","1544","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Olivier Basabe","SD","SS","1545","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Starlin Beltre","TOR","OF","1546","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ulrich Bojarski","DET","OF","1547","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Boldt","TB","OF","1548","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joel Booker","CHW","OF","1549","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jase Bowen","PIT","OF","1550","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Brown","ATL","C","1551","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Asdrubal Bueno","SEA","SS","1552","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Busby","PIT","3B","1553","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Cabbage","MIN","3B","1554","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominic Canzone","ARI","OF","1555","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cash Case","CIN","2B,SS","1556","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Donovan Casey","LAD","OF","1557","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Diego Castillo","NYY","2B","1558","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Neyfy Castillo","ARI","SS","1559","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leandro Cedeno","STL","1B","1560","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lorenzo Cedrola","BOS","OF","1561","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roberto Chirinos","NYY","SS","1562","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hendrik Clementina","CIN","C","1563","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yeison Coca","BOS","SS","1564","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stanley Consuegra","NYM","OF","1565","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenedy Corona","HOU","OF","1566","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aldrem Corredor","WSH","1B,OF","1567","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fadriel Cruz","COL","SS","1568","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rochest Cruz","CHC","2B","1569","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Curletta","SEA","1B","1570","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Datres","COL","3B","1571","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brendon Davis","LAA","SS","1572","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonah Davis","PIT","OF","1573","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joerlin De Los Santos","STL","OF","1574","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Destino","CHW","OF","1575","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelvin Diaz","BOS","2B","1576","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yainer Diaz","CLE","C","1577","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Dini","KC","C","1578","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yoyner Fajardo","PIT","2B","1579","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunter Feduccia","LAD","C","1580","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cristian Feliz","TOR","OF","1581","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yanquiel Fernandez","COL","OF","1582","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Omar Florentino","KC","SS","1583","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tiquan Forbes","TEX","3B,SS","1584","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Freeman","TEX","SS","1585","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Fry","MIL","C","1586","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Terry Fuller","STL","OF","1587","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Garcia","CHW","OF","1588","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Garcia","WSH","SS","1589","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willie Joe Garry Jr.","MIN","OF","1590","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manuel Geraldo","SF","SS","1591","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Casey Gillaspie","CHW","1B","1592","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Isiah Gilliam","NYY","1B,OF","1593","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robbie Glendenning","PIT","SS","1594","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alvaro Gonzalez","DET","SS","1595","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayan Gonzalez","PHI","SS","1596","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miles Gordon","CIN","OF","1597","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jimmy Govern","KC","2B","1598","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devlin Granberg","BOS","OF","1599","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anfernee Grier","ARI","OF","1600","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Guenther","TEX","1B","1601","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sean Guilbe","SD","2B","1602","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abrahan Gutierrez","PHI","C","1603","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darlin Guzman","CIN","OF","1604","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Guzman","PHI","SS","1605","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Haley","TB","3B","1606","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Hamilton","MIL","SS","1607","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K.J. Harrison","MIL","C","1608","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Hearn","ATL","OF","1609","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jiter Heredia","ARI","3B","1610","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elier Hernandez","KC","OF","1611","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayan Hernandez","MIA","OF","1612","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000"
"Patrick Hilson","SF","OF","1613","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabe Holt","MIL","OF","1614","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason House","SD","OF","1615","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Jagielo","MIA","1B,3B","1616","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Branlyn Jaraba","MIL","SS","1617","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Jenkins","TEX","OF","1618","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Jerez","PIT","2B","1619","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Jimenez","SEA","OF","1620","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cooper Johnson","DET","C","1621","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gosuke Katoh","NYY","2B","1622","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fernando Kelli","CHC","OF","1623","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dalton Kelly","SEA","1B","1624","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brett Kinneman","PIT","OF","1625","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Koch","PIT","C","1626","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Krieger","CLE","2B","1627","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steven Kwan","CLE","OF","1628","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gavin LaValley","CIN","3B","1629","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny Lantigua","CIN","OF","1630","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Laurencio","DET","3B","1631","BART","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charles Leblanc","TEX","SS","1632","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Leonard","TB","3B,SS","1633","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Liberato","SEA","OF","1634","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alejo Lopez","CIN","SS","1635","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Lopez","CHC","OF","1636","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Lugbauer","ATL","C","1637","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brennon Lund","LAA","OF","1638","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Marabell","CLE","OF","1639","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ynmanol Marinez","MIA","SS","1640","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Martinez, Jr.","DET","3B","1641","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Orlando Martinez","LAA","OF","1642","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ernesto Martinez, Jr.","MIL","1B","1643","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tate Matheny","BOS","OF","1644","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chad McClanahan","MIL","3B","1645","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keegan McGovern","SEA","OF","1646","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Meyers","HOU","OF","1647","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jalen Miller","ATL","SS","1648","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Braylin Minier","CIN","SS","1649","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coco Montes","COL","2B,SS","1650","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darlin Moquete","STL","OF","1651","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Murray","TB","SS","1652","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Nelson","MIA","3B","1653","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000"
"Robert Neustrom","BAL","OF","1654","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andre Nnebe","MIL","OF","1655","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lars Nootbaar","STL","OF","1656","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amado Nunez","CHW","SS","1657","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rougned Odor","TEX","2B","1658","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Demi Orimoloye","MIL","OF","1659","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joseph Ortiz","BAL","SS","1660","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Pages","STL","C","1661","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jermaine Palacios","MIN","3B","1662","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronaiker Palma","COL","C","1663","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarrett Parker","NYM","OF","1664","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhoan Paulino","OAK","SS","1665","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Perez","HOU","3B","1666","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yonathan Perlaza","CHC","SS","1667","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fabian Pertuz","CHC","SS","1668","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Piron","COL","2B","1669","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Micah Pries","CLE","OF","1670","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Pujols","PHI","OF","1671","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Raley","LAD","OF","1672","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abiezel Ramirez","TB","SS","1673","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chandler Redmond","STL","2B","1674","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jakson Reetz","WSH","C","1675","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Reyes","LAA","OF","1676","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Ritter","NYM","2B","1677","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Laz Rivera","CHW","SS","1678","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Rodriguez","SF","SS","1679","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Rodriguez","TEX","C","1680","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Rodriguez","CHW","2B","1681","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keyber Rodriguez","TEX","SS","1682","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Rodriguez","NYM","SS","1683","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Rose","ARI","3B","1684","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Rubio","ARI","SS","1685","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Sanchez","WSH","SS","1686","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Sandoval","LAA","OF","1687","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Debby Santana","CIN","3B","1688","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane Sasaki","TB","OF","1689","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.J. Schwarz","OAK","C","1690","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colton Shaver","HOU","C","1691","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Sierra","CHC","OF","1692","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguelangel Sierra","HOU","SS","1693","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colin Simpson","COL","C","1694","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malfrin Sosa","MIN","OF","1695","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lamar Sparks","BAL","OF","1696","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
