"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","R","H","2B","3B","HR","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS"
"Donovan Solano","SF","2B","199","DEAL","33","","169","1.66","102","361","33","90","13","1","3","34","23","57","3","1",".249",".305",".316",".621"
"Logan Schafer","BAL","OF","200","FA","34","","168.5","1.26","134","298","29","63","15","3","4","33","25","60","7","1",".211",".279",".322",".601"
"Darin Ruf","SF","OF","201","FA","34","","168","2.3","73","251","36","62","11","0","14","30","33","91","0","0",".247",".348",".458",".806"
"Pete Kozma","ATL","SS","202","FA","32","","167.5","1.17","143","410","44","89","20","0","1","35","34","91","3","1",".217",".275",".273",".548"
"Jordan Schafer","SF","OF","203","FA","34","","167.5","1.78","94","231","32","57","8","3","3","21","29","73","22","6",".247",".331",".346",".677"
"Eduardo Nunez","NYM","OF","204","FA","33","","167","1.86","90","304","38","79","17","4","3","28","20","51","10","3",".260",".307",".372",".679"
"Matt Kemp","COL","UT","205","FA","36","","165","2.26","73","263","35","71","15","0","6","33","22","76","9","0",".270",".328",".395",".723"
"Ed Lucas","ARI","2B","206","FA","38","","165","1.76","94","351","43","90","14","1","4","28","26","78","1","1",".256",".311",".336",".647"
"Josh Rutledge","(N/A)","2B","207","FA","31","","164","1.86","88","285","45","67","6","1","7","19","22","62","12","0",".235",".294",".337",".630"
"Christian Yelich","MIL","OF","208","NCNF","29","","163.5","2.64","62","240","34","69","12","1","4","16","31","66","10","0",".287",".370",".396",".766"
"Charlie Blackmon","COL","OF","209","BART","34","","162","1.98","82","246","35","76","17","2","6","22","7","49","7","0",".309",".336",".467",".803"
"Marcell Ozuna","(N/A)","OF","210","BART","30","","161.5","2.31","70","275","31","73","17","4","3","32","13","57","5","1",".265",".303",".389",".693"
"Juan Francisco","(N/A)","3B","211","FA","33","","161.5","1.3","124","348","36","79","12","1","18","48","32","138","0","2",".227",".296",".422",".719"
"Aaron Hicks","NYY","OF","212","CP DLT","31","","160","1.98","81","281","37","54","11","3","8","27","24","84","9","3",".192",".259",".338",".597"
"Jesus Guzman","(N/A)","1B","213","FA","36","","159.5","1.27","126","288","33","65","17","0","9","35","27","79","3","0",".226",".297",".378",".675"
"Michael Morse","(N/A)","1B","214","FA","38","","157","1.78","88","312","34","67","13","0","13","27","21","87","0","0",".215",".270",".381",".651"
"Melvin Upton Jr.","(N/A)","OF","215","FA","36","","155","1.23","126","391","30","72","14","0","9","26","44","151","12","5",".184",".268",".289",".557"
"Lonnie Chisenhall","(N/A)","OF","216","FA","32","","154","1.64","94","289","30","65","17","0","11","36","16","56","1","0",".225",".270",".398",".668"
"Adam Eaton","CHW","OF","217","Luka","32","","152","2.3","66","250","40","63","10","4","3","22","17","44","5","2",".252",".314",".360",".674"
"Kurt Suzuki","(N/A)","C","218","FA","37","","151","1.61","94","285","25","66","13","1","5","32","22","35","2","0",".232",".290",".337",".627"
"Justin Maxwell","(N/A)","OF","219","FA","37","","150","2","75","234","35","59","16","3","7","25","23","78","6","2",".252",".328",".436",".764"
"Kyle Blanks","(N/A)","1B","220","FA","34","","147","1.67","88","280","31","68","14","0","8","35","21","85","1","1",".243",".305",".379",".684"
"Brett Wallace","SD","3B","221","FA","34","","146.5","1.85","79","262","35","58","14","1","13","36","18","104","1","1",".221",".284",".431",".716"
"Avisail Garcia","MIL","OF","222","NT 13","29","","145","2.01","72","244","31","69","7","3","7","31","9","59","3","3",".283",".309",".422",".731"
"Don Kelly","MIA","1B,3B","223","FA","40","","144","1.29","112","216","33","48","6","1","6","23","27","28","2","0",".222",".309",".343",".652"
"John Jaso","(N/A)","1B","224","FA","37","","143.5","2.05","70","207","31","56","12","0","3","21","38","45","2","1",".271",".387",".372",".759"
"Ryan Flaherty","(N/A)","3B","225","FA","34","","141.5","1.66","85","246","28","55","11","0","10","27","19","62","2","0",".224",".293",".390",".683"
"J.D. Martinez","BOS","UT","226","VP","33","","141","1.64","86","296","24","74","17","0","7","36","10","82","2","0",".250",".272",".378",".650"
"Chris Parmelee","(N/A)","1B","227","FA","32","","141","1.4","101","294","21","67","13","0","8","24","33","81","1","1",".228",".309",".354",".663"
"Munenori Kawasaki","CHC","2B","228","FA","39","","140.5","1.46","96","240","27","55","6","5","1","24","32","41","7","1",".229",".326",".308",".634"
"Kole Calhoun","ARI","OF","229","Ass","33","","140","2.41","58","195","29","55","7","2","8","32","21","41","2","2",".282",".347",".462",".808"
"Robbie Grossman","OAK","OF","230","MSBC","31","","140","2.22","63","257","29","69","14","0","4","21","23","70","6","7",".268",".332",".370",".702"
"Steve Lombardozzi","(N/A)","2B","231","FA","32","","138.5","1.17","118","290","25","75","15","1","2","22","8","34","4","3",".259",".278",".338",".616"
"Corey Dickerson","MIA","OF","232","DEAL","31","","137.5","1.99","69","194","32","51","13","5","5","17","16","41","2","2",".263",".316",".459",".775"
"Jurickson Profar","SD","OF","233","MSBC","27","","137","1.61","85","286","30","67","11","0","6","26","26","63","2","4",".234",".308",".336",".644"
"Chris Heisey","(N/A)","OF","234","FA","36","","137","1.57","87","224","29","53","11","1","9","23","9","51","3","0",".237",".279",".415",".694"
"Andres Torres","(N/A)","OF","235","FA","42","","136.5","1.33","103","272","33","68","17","1","2","21","22","61","4","3",".250",".302",".342",".644"
"Kevin Frandsen","(N/A)","OF","236","FA","38","","136","1.14","119","252","27","59","10","1","5","26","12","29","1","0",".234",".296",".341",".637"
"Khris Davis","OAK","UT","237","Ass","32","","135.5","2.42","56","136","27","38","10","0","11","27","11","34","3","0",".279",".353",".596",".949"
"Scooter Gennett","(N/A)","2B","238","FA","30","","135.5","1.96","69","213","29","69","11","2","6","21","10","42","2","1",".324",".356",".479",".834"
"Elliot Johnson","LAD","OF","239","FA","36","","132.5","1.19","111","254","27","53","7","3","2","19","16","67","22","2",".209",".255",".283",".538"
"Omar Quintanilla","COL","SS","240","FA","39","","129.5","1.36","95","315","28","70","9","2","2","21","38","70","2","0",".222",".306",".283",".589"
"Travis Snider","MIA","OF","241","FA","32","","128.5","1.16","111","261","28","56","12","2","5","25","24","75","2","3",".215",".281",".333",".614"
"Derek Dietrich","TEX","UT","242","FA","31","","126.5","2.22","57","215","32","46","10","2","9","23","11","56","1","0",".214",".275",".405",".679"
"Junior Lake","SEA","OF","243","FA","30","","126","1.97","64","236","26","67","16","0","6","16","13","68","4","4",".284",".332",".428",".760"
"Ryan Sweeney","(N/A)","OF","244","FA","35","","125.5","1.79","70","192","19","51","13","2","6","19","17","31","1","0",".266",".324",".448",".772"
"Danny Valencia","(N/A)","1B,3B","245","FA","36","","123.5","2.38","52","161","20","49","14","1","8","23","8","33","0","2",".304",".335",".553",".888"
"Jeff Baker","(N/A)","1B,2B","246","FA","39","","121","1.64","74","154","21","43","8","0","11","21","18","48","1","0",".279",".360",".545",".905"
"Brayan Pena","DET","C","247","FA","38","","120","1.69","71","229","19","68","11","0","4","22","6","26","0","2",".297",".315",".397",".713"
"Matt Tuiasosopo","(N/A)","OF","248","FA","34","","119.5","1.48","81","164","26","40","7","0","7","30","25","57","0","0",".244",".351",".415",".765"
"Erik Kratz","NYY","C","249","FA","40","","117","1.72","68","197","21","42","7","0","9","26","18","45","0","0",".213",".280",".386",".666"
"Cliff Pennington","(N/A)","2B","250","FA","36","","113.5","1.18","96","269","25","65","13","1","1","18","26","54","2","0",".242",".310",".309",".618"
"Hank Conger","(N/A)","C","251","FA","32","","112.5","1.22","92","233","23","58","13","1","7","21","17","61","0","1",".249",".310",".403",".713"
"Ryan Hanigan","(N/A)","C","252","FA","40","","112.5","1.5","75","222","17","44","8","0","2","21","29","27","0","1",".198",".306",".261",".567"
"Brendan Ryan","LAA","SS","253","FA","38","","110.5","1.06","104","319","30","63","12","0","4","22","23","73","4","2",".197",".255",".273",".528"
"Logan Forsythe","MIA","2B","254","FA","33","","109","1.45","75","220","22","47","6","1","6","19","19","54","6","1",".214",".281",".332",".613"
"Sean Rodriguez","MIA","2B","255","FA","35","","109","1.14","96","195","21","48","10","1","5","23","17","59","1","3",".246",".320",".385",".704"
"Sam Fuld","(N/A)","OF","256","FA","39","","106.5","0.9","118","176","25","35","0","3","2","17","17","28","8","2",".199",".270",".267",".537"
"Geovany Soto","(N/A)","C","257","FA","37","","106","1.96","54","163","20","40","9","0","9","22","20","60","1","2",".245",".328",".466",".794"
"Peter Bourjos","(N/A)","OF","258","FA","33","","105.5","1.92","55","175","26","48","3","3","3","12","10","43","6","0",".274",".333",".377",".710"
"Franklin Gutierrez","(N/A)","OF","259","FA","37","","102.5","2.5","41","145","18","36","7","0","10","24","5","43","3","1",".248",".273",".503",".777"
"Shane Robinson","ATL","OF","260","FA","36","","102.5","1.04","99","144","22","36","2","1","2","16","23","17","5","1",".250",".345",".319",".664"
"Jordan Pacheco","(N/A)","3B","261","FA","34","","100.5","1.06","95","247","23","59","15","0","1","22","10","38","0","0",".239",".276",".312",".588"
"Tyler Flowers","ATL","C","262","FA","34","","100","1.19","84","256","24","50","11","0","10","24","14","94","0","1",".195",".247",".355",".603"
"Freddy Galvis","CIN","SS","263","FA","31","","98","1.4","70","205","13","48","5","4","6","19","13","45","1","0",".234",".283",".385",".668"
"Roger Bernadina","NYM","OF","264","FA","36","","98","0.88","112","227","26","41","10","2","4","11","16","65","4","0",".181",".250",".295",".545"
"L.J. Hoes","(N/A)","OF","265","FA","30","","97","2.06","47","170","24","48","7","2","1","10","12","35","7","1",".282",".332",".365",".696"
"Caleb Gindl","SF","OF","266","FA","32","","96.5","1.69","57","132","17","32","7","2","5","14","20","25","2","1",".242",".340",".439",".779"
"Justin Turner","(N/A)","3B","267","BART","36","","95.5","1.11","86","200","12","56","13","1","2","16","11","34","0","1",".280",".319",".385",".704"
"Derrick Robinson","WSH","OF","268","FA","33","","95.5","0.94","102","192","21","49","7","3","0","8","18","44","4","5",".255",".322",".323",".645"
"Ronny Cedeno","SF","SS","269","FA","37","","95","1.07","89","264","24","64","8","3","3","21","14","73","5","4",".242",".287",".330",".617"
"Jonathan Villar","TOR","2B,SS","270","BART","29","","93.5","1.61","58","210","26","51","9","2","1","8","24","71","18","8",".243",".321",".319",".640"
"Clint Barmes","(N/A)","SS","271","FA","41","","93","0.86","108","304","22","64","15","0","5","23","14","70","0","0",".211",".249",".309",".558"
"Joaquin Arias","ARI","SS","272","FA","36","","93","0.91","102","225","17","61","9","2","1","19","4","33","1","0",".271",".284",".342",".627"
"Jeff Bianchi","COL","3B,SS","273","FA","34","","92.5","0.93","100","236","22","56","8","1","1","25","11","46","4","4",".237",".272",".292",".564"
"Scott Van Slyke","(N/A)","OF","274","FA","34","","92","1.74","53","129","13","31","8","0","7","19","20","37","1","1",".240",".342",".465",".807"
"Alex Presley","(N/A)","OF","275","FA","35","","91","1.6","57","185","17","51","5","2","3","15","9","39","1","4",".276",".313",".373",".686"
"Jeff Mathis","TEX","C","276","FA","37","","90.5","1.24","73","232","14","42","7","1","5","29","21","76","0","0",".181",".251",".284",".535"
"Cody Asche","MIN","OF","277","FA","30","","89","1.78","50","162","18","38","8","1","5","22","15","43","1","0",".235",".302",".389",".691"
"Andrew Brown","LAA","OF","278","FA","36","","89","1.31","68","150","16","34","5","0","7","24","13","44","1","0",".227",".288",".400",".688"
"Jordan Danks","(N/A)","OF","279","FA","34","","88","1.11","79","160","15","37","7","0","5","12","18","57","7","2",".231",".313",".369",".682"
"Chris Nelson","KC","3B","280","FA","35","","84.5","1.32","64","211","19","48","4","4","3","24","13","66","2","1",".227",".273",".327",".600"
"Mike Zunino","TB","C","281","FA","29","","84","1.62","52","173","22","37","5","0","5","14","16","49","1","0",".214",".290",".329",".620"
"Marwin Gonzalez","MIN","2B,3B","282","Ass","31","","83.5","1.16","72","204","22","45","8","0","4","14","9","37","6","2",".221",".252",".319",".571"
"Chris Coghlan","(N/A)","OF","283","FA","35","","83","1.19","70","195","10","50","10","3","1","10","17","43","2","0",".256",".318",".354",".672"
"Trevor Crowe","(N/A)","OF","284","FA","37","","81.5","1.36","60","165","18","36","7","1","1","13","16","39","6","1",".218",".287",".291",".578"
"Stephen Vogt","ARI","C","285","FA","36","","81","1.72","47","135","18","34","6","1","4","16","9","28","0","1",".252",".295",".400",".695"
"Tony Abreu","(N/A)","2B","286","FA","36","","80","1.51","53","138","21","37","12","3","2","14","6","33","0","2",".268",".301",".442",".743"
"Gerald Laird","(N/A)","C","287","FA","41","","76","1.62","47","121","12","34","8","0","1","13","14","23","1","1",".281",".367",".372",".739"
"Josh Phegley","CHC","UT","288","FA","32","","75.5","1.16","65","204","14","42","7","0","4","22","5","41","2","0",".206",".223",".299",".522"
"Ruben Tejada","(N/A)","SS","289","FA","31","","75.5","1.32","57","208","20","42","12","0","0","10","15","24","2","1",".202",".259",".260",".519"
"Alexi Casilla","TOR","2B","290","FA","36","","75","1.21","62","112","15","24","4","1","1","10","9","20","9","2",".214",".268",".295",".563"
"Chris Herrmann","SF","C","291","FA","33","","74.5","1.31","57","157","16","32","7","0","4","18","18","49","0","1",".204",".286",".325",".611"
"Anthony Gose","CLE","OF","292","FA","30","","73.5","1.41","52","147","15","38","6","5","2","12","5","37","4","3",".259",".283",".408",".691"
"Jordany Valdespin","MIN","2B","293","FA","32","","73.5","1.11","66","133","16","25","3","1","4","16","8","28","4","3",".188",".250",".316",".566"
"Collin Cowgill","SEA","OF","294","FA","34","","73","1","73","152","18","32","5","2","4","16","7","42","1","0",".211",".245",".349",".594"
"Daric Barton","TOR","1B","295","FA","35","","72.5","1.96","37","104","15","28","2","0","3","16","13","18","0","0",".269",".350",".375",".725"
"Tyler Moore","(N/A)","1B","296","FA","33","","72.5","1.15","63","167","16","37","9","0","4","21","8","58","0","0",".222",".260",".347",".607"
"Anthony Recker","(N/A)","C","297","FA","37","","72.5","1.45","50","135","17","29","7","0","6","19","13","49","0","1",".215",".280",".400",".680"
"Chris Colabello","TOR","1B","298","FA","37","","71.5","1.3","55","160","14","31","3","0","7","17","20","58","0","1",".194",".287",".344",".631"
"Moises Sierra","(N/A)","OF","299","FA","32","","70.5","2.01","35","107","11","31","13","1","1","13","14","29","1","0",".290",".369",".458",".827"
"Eduardo Escobar","ARI","3B","300","ZL","31","","70","1.06","66","165","23","39","5","2","3","10","11","34","0","2",".236",".282",".345",".628"
"Chris Dickerson","BAL","OF","301","FA","38","","68","1.21","56","105","17","25","5","0","4","13","4","36","5","1",".238",".266",".400",".666"
"Ramiro Pena","SF","2B","302","FA","35","","68","1.36","50","97","14","27","5","1","3","12","8","18","0","2",".278",".330",".443",".773"
"Rob Brantly","NYY","C","303","FA","31","","67.5","1.01","67","223","11","47","9","0","1","18","15","53","0","0",".211",".263",".265",".528"
"Martin Maldonado","HOU","C","304","Ass","34","","67","1","67","183","13","31","7","1","4","22","13","53","0","0",".169",".236",".284",".520"
"Mike Baxter","SEA","OF","305","FA","36","","64.5","0.87","74","132","14","25","6","1","0","4","17","28","5","2",".189",".303",".250",".553"
