"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","W","SV","IP","K/9","BB/9","HR/9","GB/FB","HR/FB","BABIPA","ERA","LOB%","FIP"
"Matt Frawley","PIT","P","2901","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Parker Frazier","COL","SP","2902","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benjamin Freeman","STL","P","2903","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Caleb Freeman","CHW","P","2904","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Freeman","HOU","RP","2905","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Parker French","COL","P","2906","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Freudenberg","CHW","P","2907","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Frevert","STL","P","2908","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edison Frias","HOU","SP","2909","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christian Friedrich","(N/A)","SP","2910","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Friedrichs","OAK","P","2911","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ernesto Frieri","(N/A)","RP","2912","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson Fristoe","(N/A)","SP","2913","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Frias","(N/A)","RP","2914","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zachary Fuesser","ATL","P","2915","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyuji Fujikawa","(N/A)","RP","2916","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett Fulenchek","ATL","P","2917","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Fuller","NYM","SP","2918","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sam Fuller","LAA","P","2919","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kody Funderburk","MIN","P","2920","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie Furbush","(N/A)","RP","2921","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bradley Furdal","TB","P","2922","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Gabryszwski","TOR","P","2923","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Gadea","TB","SP","2924","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Gage","SF","P","2925","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lianmy Galan","LAA","RP","2926","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nelson Galindez","WSH","P","2927","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Galindo","SD","P","2928","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sean Gallagher","COL","RP","2929","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dallas Gallant","MIN","RP","2930","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steven Gallardo","STL","P","2931","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Gallo","TOR","P","2932","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alec Gamboa","LAD","P","2933","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eddie Gamboa","(N/A)","RP","2934","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Gamez","CHC","RP","2935","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Gamez","ATL","P","2936","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nolan Gannon","TB","P","2937","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gerson Garabito","KC","SP","2938","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Natanael Garabitos","SEA","RP","2939","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pablo Garabitos","MIL","OF,P","2940","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Garbee","CIN","P","2941","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Garcia","PHI","P","2942","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alfredo Garcia","COL","SP","2943","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny Garcia","SEA","P","2944","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elniery Garcia","PHI","SP","2945","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elvis Garcia","HOU","RP","2946","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hector Garcia","PIT","SP","2947","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeferson Garcia","SD","RP","2948","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Misael Garcia","CHC","SP","2949","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nate Garcia","TB","P","2950","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robert Garcia","KC","P","2951","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roelmy Garcia","PIT","RP","2952","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ruben Garcia","BAL","P","2953","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Silfredo Garcia","STL","SP","2954","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frank Garces","MIA","RP","2955","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Garcia","(N/A)","RP","2956","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Onelki Garcia","KC","RP","2957","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ian Gardeck","SF","P","2958","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Gardewine","(N/A)","RP","2959","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Gardner","NYY","P","2960","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Gardner","CLE","SP","2961","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Gardner","SD","RP","2962","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jon Garland","(N/A)","SP","2963","FA","41","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Garner","CHC","P","2964","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Perci Garner","BAL","RP","2965","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steve Garrison","BAL","RP","2966","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Garrison","NYY","P","2967","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grayson Garvin","TB","RP","2968","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ralph Garza Jr.","HOU","RP","2969","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Garza","TOR","P","2970","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Garza","CLE","P","2971","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Garza","(N/A)","SP","2972","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Gast","STL","SP","2973","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"William Gaston","TOR","SP","2974","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Gates","TEX","P","2975","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christopher Gau","TB","P","2976","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jay Gause","HOU","P","2977","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Gavin","SF","P","2978","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett Gayle","HOU","P","2979","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dalton Geekie","ATL","P","2980","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michel Gelabert","ARI","SP","2981","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steve Geltz","PHI","RP","2982","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel German","LAD","SP","2983","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devonte German","HOU","P","2984","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gonzalez Germen","CHW","RP","2985","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brett Gerritse","NYY","P","2986","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Gesell","COL","P","2987","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Gibbons","NYM","SP","2988","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Gibson","ARI","SP","2989","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Gilbert","MIN","P","2990","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sam Gilbert","OAK","P","2991","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Gilbert","MIN","P","2992","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Gilbert","OAK","P","2993","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Gillheeney","SEA","SP","2994","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charles Gillies","DET","P","2995","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Gillispie","BAL","P","2996","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chad Girodo","(N/A)","RP","2997","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Gist","TB","P","2998","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Givin","MIA","P","2999","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronnie Glenn","LAA","P","3000","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Gloor","SF","P","3001","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Glorius","BOS","SP","3002","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Koda Glover","(N/A)","RP","3003","FA","27","","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0"
"Brian Glowicki","CHC","P","3004","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Gobillot","TB","P","3005","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Godfrey","ATL","P","3006","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Godfrey","HOU","P","3007","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Erik Goeddel","(N/A)","RP","3008","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Goforth","(N/A)","RP","3009","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Gold","COL","P","3010","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brad Goldberg","ARI","RP","3011","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Goldsberry","COL","RP","3012","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Gomez","SF","SP","3013","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juary Gomez","PHI","RP","3014","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ofreidy Gomez","KC","SP","3015","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Orceli Gomez","TEX","SP","3016","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hai-Cheng Gong","(N/A)","RP","3017","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Gonzales","TOR","P","3018","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander Gonzalez","BAL","P","3019","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alonzo Gonzalez","TOR","RP","3020","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Gonzalez","BAL","P","3021","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Gonzalez","BOS","SP","3022","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Derian Gonzalez","STL","SP","3023","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edgar Gonzalez","STL","RP","3024","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Erick Gonzalez","HOU","P","3025","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Felipe Gonzalez","NYY","SP","3026","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabe Gonzalez","TEX","P","3027","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harol Gonzalez","NYM","SP","3028","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Gonzalez","SD","RP","3029","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Gonzalez","BOS","SP","3030","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Gonzalez","LAD","RP","3031","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Gonzalez","BAL","RP","3032","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Gonzalez","MIL","P","3033","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marco Gonzalez","SF","SP","3034","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Gonzalez","MIL","SP","3035","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Alfredo Gonzalez","(N/A)","RP","3036","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Gonzalez","WSH","SP","3037","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saul Gonzalez","NYM","P","3038","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wilkelman Gonzalez","BOS","SP","3039","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Gonzalez","(N/A)","SP","3040","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rayan Gonzalez","COL","RP","3041","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Severino Gonzalez","(N/A)","RP","3042","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Goodbrand","TB","RP","3043","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Goodnight","CLE","SP","3044","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Gordon","NYY","SP","3045","FA","42","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marvin Gorgas","SEA","P","3046","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Gorman","OAK","RP","3047","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darin Gorski","NYM","SP","3048","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Gorst","BOS","P","3049","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tom Gorzelanny","CLE","RP","3050","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Gosling","CLE","RP","3051","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett Gould","LAD","SP","3052","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Denzell Gowdy","SD","SP","3053","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Graham","CLE","RP","3054","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.R. Graham","NYY","RP","3055","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevor Graham","CHC","P","3056","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nicholas Grant","NYM","P","3057","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brett Graves","OAK","RP","3058","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peyton Gray","KC","RP","3059","W (Sun)","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Gray","KC","P","3060","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Max Green","DET","P","3061","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Green","(N/A)","SP","3062","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Green","ARI","P","3063","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Greenwood","MIN","RP","3064","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joan Gregorio","SF","SP","3065","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Greinke","NYY","P","3066","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seth Greisinger","ATL","P","3067","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Grendell","BAL","P","3068","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Grey","ARI","P","3069","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A.J. Griffin","(N/A)","SP","3070","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Griffin","TB","P","3071","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nicholas Griffin","(N/A)","SP","3072","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nevin Griffith","CHW","SP","3073","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Owen Griffith","MIN","P","3074","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Griggs","LAD","P","3075","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Griggs","CHC","P","3076","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evan Grills","HOU","P","3077","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Grim","MIA","P","3078","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Grimes","BAL","P","3079","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benjamin Griset","TB","P","3080","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marquis Grissom Jr.","(N/A)","SP","3081","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Gross","MIN","P","3082","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
